[0, 0]
[52590, 0]
[52620, 0]
[52650, 0]
[52680, 0]
[52710, 0]
[52740, 0]
[52770, 0]
[52800, 0]
[52830, 0]
[52860, 0]
[52890, 0]
[52920, 0]
[52950, 0]
[52980, 0]
[53010, 0]
[53040, 0]
[53070, 0]
[53100, 0]
[53130, 0]
[53160, 0]
[53190, 0]
[53220, 0]
[53250, 0]
[53280, 0]
[53310, 0]
[53340, 0]
[53370, 0]
[53400, 0]
[53430, 0]
[53460, 0]
[53490, 0]
[53520, 0]
[53550, 0]
[53580, 0]
[53610, 0]
[53640, 0]
[53670, 0]
[53700, 0]
[53730, 0]
[53760, 0]
[53790, 0]
[53820, 0]
[53850, 0]
[53880, 0]
[53910, 0]
[53940, 0]
[53970, 0]
[54000, 0]
[54030, 0]
[54060, 0]
[54090, 0]
[54120, 0]
[54150, 0]
[54180, 0]
[54210, 0]
[54240, 0]
[54270, 0]
[54300, 0]
[54330, 0]
[54360, 0]
[54390, 0]
[54420, 0]
[54450, 0]
[54480, 0]
[54510, 0]
[54540, 0]
[54570, 0]
[54600, 0]
[54630, 0]
[54660, 0]
[54690, 0]
[54720, 0]
[54750, 0]
[54780, 0]
[54810, 0]
[54840, 0]
[54870, 0]
[54900, 0]
[54930, 0]
[54960, 0]
[54990, 0]
[55020, 0]
[55050, 0]
[55080, 0]
[55110, 0]
[55140, 0]
[55170, 0]
[55200, 0]
[55230, 0]
[55260, 0]
[55290, 0]
[55320, 0]
[55350, 0]
[55380, 0]
[55410, 0]
[55440, 0]
[55470, 0]
[55500, 0]
[55530, 0]
[55560, 0]
[55590, 0]
[55620, 0]
[55650, 0]
[55680, 0]
[55710, 0]
[55740, 0]
[55770, 0]
[55800, 0]
[55830, 0]
[55860, 0]
[55890, 0]
[55920, 0]
[55950, 0]
[55980, 0]
[56010, 0]
[56040, 0]
[56070, 0]
[56100, 0]
[56130, 0]
[56160, 0]
[56190, 0]
[56220, 0]
[56250, 0]
[56280, 0]
[56310, 0]
[56340, 0]
[56370, 0]
[56400, 0]
[56430, 0]
[56460, 0]
[56490, 0]
[56520, 0]
[56550, 0]
[56580, 0]
[56610, 0]
[56640, 0]
[56670, 0]
[56700, 0]
[56730, 0]
[56760, 0]
[56790, 0]
[56820, 0]
[56850, 0]
[56880, 0]
[56910, 0]
[56940, 0]
[56970, 0]
[57000, 0]
[57030, 0]
[57060, 0]
[57090, 0]
[57120, 0]
[57150, 0]
[57180, 0]
[57210, 0]
[57240, 0]
[57270, 0]
[57300, 0]
[57330, 0]
[57360, 0]
[57390, 0]
[57420, 0]
[57450, 1]
[57480, 1]
[57510, 1]
[57540, 1]
[57570, 1]
[57600, 1]
[57630, 1]
[57660, 1]
[57690, 1]
[57720, 1]
[57750, 1]
[57780, 1]
[57810, 1]
[57840, 1]
[57870, 1]
[57900, 1]
[57930, 1]
[57960, 1]
[57990, 1]
[58020, 1]
[58050, 1]
[58080, 1]
[58110, 1]
[58140, 1]
[58170, 1]
[58200, 1]
[58230, 1]
[58260, 1]
[58290, 1]
[58320, 1]
[58350, 1]
[58380, 1]
[58410, 1]
[58440, 1]
[58470, 1]
[58500, 1]
[58530, 1]
[58560, 1]
[58590, 1]
[58620, 0]
[58650, 0]
[58680, 0]
[58710, 0]
[58740, 0]
[58770, 0]
[58800, 0]
[58830, 0]
[58860, 0]
[58890, 0]
[58920, 0]
[58950, 0]
[58980, 0]
[59010, 0]
[59040, 0]
[59070, 0]
[59100, 0]
[59130, 0]
[59160, 0]
[59190, 0]
[59220, 0]
[59250, 0]
[59280, 0]
[59310, 0]
[59340, 0]
[59370, 0]
[59400, 0]
[59430, 0]
[59460, 0]
[59490, 0]
[59520, 0]
[59550, 0]
[59580, 0]
[59610, 0]
[59640, 0]
[59670, 0]
[59700, 0]
[59730, 0]
[59760, 0]
[59790, 0]
[59820, 0]
[59850, 0]
[59880, 0]
[59910, 0]
[59940, 0]
[59970, 0]
[60000, 0]
[60030, 0]
[60060, 0]
[60090, 0]
[60120, 0]
[60150, 0]
[60180, 0]
[60210, 0]
[60240, 0]
[60270, 0]
[60300, 0]
[60330, 0]
[60360, 0]
[60390, 0]
[60420, 0]
[60450, 0]
[60480, 0]
[60510, 0]
[60540, 0]
[60570, 0]
[60600, 0]
[60630, 0]
[60660, 0]
[60690, 0]
[60720, 0]
[60750, 0]
[60780, 0]
[60810, 0]
[60840, 0]
[60870, 0]
[60900, 0]
[60930, 0]
[60960, 0]
[60990, 0]
[61020, 0]
[61050, 0]
[61080, 0]
[61110, 0]
[61140, 0]
[61170, 0]
[61200, 0]
[61230, 0]
[61260, 0]
[61290, 0]
[61320, 0]
[61350, 0]
[61380, 0]
[61410, 0]
[61440, 0]
[61470, 0]
[61500, 0]
[61530, 0]
[61560, 0]
[61590, 0]
[61620, 0]
[61650, 0]
[61680, 0]
[61710, 0]
[61740, 0]
[61770, 0]
[61800, 0]
[61830, 0]
[61860, 0]
[61890, 0]
[61920, 0]
[61950, 0]
[61980, 0]
[62010, 0]
[62040, 0]
[62070, 0]
[62100, 0]
[62130, 0]
[62160, 0]
[62190, 0]
[62220, 0]
[62250, 0]
[62280, 0]
[62310, 0]
[62340, 0]
[62370, 0]
[62400, 0]
[62430, 0]
[62460, 0]
[62490, 0]
[62520, 0]
[62550, 0]
[62580, 0]
[62610, 0]
[62640, 0]
[62670, 0]
[62700, 0]
[62730, 0]
[62760, 0]
[62790, 0]
[62820, 0]
[62850, 0]
[62880, 0]
[62910, 0]
[62940, 0]
[62970, 0]
[63000, 0]
[63030, 0]
[63060, 0]
[63090, 0]
[63120, 0]
[63150, 0]
[63180, 0]
[63210, 0]
[63240, 0]
[63270, 0]
[63300, 0]
[63330, 0]
[63360, 0]
[63390, 0]
[63420, 0]
[63450, 0]
[63480, 0]
[63510, 0]
[63540, 0]
[63570, 0]
[63600, 0]
[63630, 0]
[63660, 0]
[63690, 0]
[63720, 0]
[63750, 0]
[63780, 0]
[63810, 0]
[63840, 0]
[63870, 0]
[63900, 0]
[63930, 0]
[63960, 0]
[63990, 0]
[64020, 0]
[64050, 0]
[64080, 0]
[64110, 0]
[64140, 0]
[64170, 0]
[64200, 0]
[64230, 0]
[64260, 0]
[64290, 0]
[64320, 0]
[64350, 0]
[64380, 0]
[64410, 0]
[64440, 0]
[64470, 0]
[64500, 0]
[64530, 0]
[64560, 0]
[64590, 0]
[64620, 0]
[64650, 0]
[64680, 0]
[64710, 0]
[64740, 0]
[64770, 0]
[64800, 0]
[64830, 0]
[64860, 0]
[64890, 0]
[64920, 0]
[64950, 0]
[64980, 0]
[65010, 0]
[65040, 0]
[65070, 0]
[65100, 0]
[65130, 0]
[65160, 0]
[65190, 0]
[65220, 0]
[65250, 0]
[65280, 0]
[65310, 0]
[65340, 0]
[65370, 0]
[65400, 0]
[65430, 0]
[65460, 0]
[65490, 0]
[65520, 0]
[65550, 0]
[65580, 0]
[65610, 0]
[65640, 0]
[65670, 0]
[65700, 0]
[65730, 0]
[65760, 0]
[65790, 0]
[65820, 0]
[65850, 0]
[65880, 0]
[65910, 0]
[65940, 0]
[65970, 0]
[66000, 0]
[66030, 0]
[66060, 0]
[66090, 0]
[66120, 0]
[66150, 0]
[66180, 0]
[66210, 0]
[66240, 0]
[66270, 0]
[66300, 0]
[66330, 0]
[66360, 0]
[66390, 1]
[66420, 1]
[66450, 1]
[66480, 1]
[66510, 1]
[66540, 1]
[66570, 1]
[66600, 1]
[66630, 1]
[66660, 1]
[66690, 1]
[66720, 1]
[66750, 1]
[66780, 1]
[66810, 1]
[66840, 1]
[66870, 1]
[66900, 1]
[66930, 1]
[66960, 1]
[66990, 1]
[67020, 1]
[67050, 1]
[67080, 1]
[67110, 1]
[67140, 1]
[67170, 1]
[67200, 1]
[67230, 0]
[67260, 0]
[67290, 0]
[67320, 0]
[67350, 0]
[67380, 0]
[67410, 0]
[67440, 0]
[67470, 0]
[67500, 0]
[67530, 0]
[67560, 0]
[67590, 0]
[67620, 0]
[67650, 0]
[67680, 0]
[67710, 0]
[67740, 0]
[67770, 0]
[67800, 0]
[67830, 0]
[67860, 0]
[67890, 0]
[67920, 0]
[67950, 0]
[67980, 0]
[68010, 0]
[68040, 0]
[68070, 0]
[68100, 0]
[68130, 0]
[68160, 0]
[68190, 0]
[68220, 0]
[68250, 0]
[68280, 0]
[68310, 0]
[68340, 0]
[68370, 0]
[68400, 0]
[68430, 0]
[68460, 0]
[68490, 0]
[68520, 0]
[68550, 0]
[68580, 0]
[68610, 0]
[68640, 0]
[68670, 0]
[68700, 0]
[68730, 0]
[68760, 0]
[68790, 0]
[68820, 0]
[68850, 0]
[68880, 0]
[68910, 0]
[68940, 0]
[68970, 0]
[69000, 0]
[69030, 0]
[69060, 0]
[69090, 0]
[69120, 0]
[69150, 0]
[69180, 0]
[69210, 0]
[69240, 0]
[69270, 0]
[69300, 0]
[69330, 0]
[69360, 0]
[69390, 0]
[69420, 0]
[69450, 0]
[69480, 0]
[69510, 0]
[69540, 0]
[69570, 0]
[69600, 0]
[69630, 0]
[69660, 0]
[69690, 0]
[69720, 0]
[69750, 0]
[69780, 0]
[69810, 0]
[69840, 0]
[69870, 0]
[69900, 0]
[69930, 0]
[69960, 0]
[69990, 0]
[70020, 0]
[70050, 0]
[70080, 0]
[70110, 0]
[70140, 0]
[70170, 0]
[70200, 0]
[70230, 0]
[70260, 0]
[70290, 0]
[70320, 0]
[70350, 0]
[70380, 0]
[70410, 0]
[70440, 0]
[70470, 0]
[70500, 0]
[70530, 0]
[70560, 0]
[70590, 0]
[70620, 0]
[70650, 0]
[70680, 0]
[70710, 0]
[70740, 0]
[70770, 0]
[70800, 0]
[70830, 0]
[70860, 0]
[70890, 0]
[70920, 0]
[70950, 0]
[70980, 0]
[71010, 0]
[71040, 0]
[71070, 0]
[71100, 0]
[71130, 0]
[71160, 0]
[71190, 0]
[71220, 0]
[71250, 0]
[71280, 0]
[71310, 0]
[71340, 0]
[71370, 0]
[71400, 0]
[71430, 0]
[71460, 0]
[71490, 0]
[71520, 0]
[71550, 0]
[71580, 0]
[71610, 0]
[71640, 0]
[71670, 0]
[71700, 0]
[71730, 0]
[71760, 0]
[71790, 0]
[71820, 0]
[71850, 0]
[71880, 0]
